timestamp,iso_time,service,label,cpu_pct,mem_pct,jvm_heap_used,jvm_threads,gc_time_sum,gc_count_sum,http_time_max,req_in_sum,pod_restarts,tps,gc_pause_avg
1760137320,2025-10-10T23:02:00+00:00,acmeair-booking-db,large,5.758834,40.103544,0,0,0,0,0,840,0,14.0,
1760137320,2025-10-10T23:02:00+00:00,acmeair-customer-db,large,5.531667,31.223437,0,0,0,0,0,840,0,14.0,
1760137320,2025-10-10T23:02:00+00:00,acmeair-flight-db,large,4.502667,33.957507,0,0,0,0,0,840,0,14.0,
1760137320,2025-10-10T23:02:00+00:00,acmeair-flightservice,large,1.670667,68.454565,119485509.866667,65.233334,0,0,5440741,151,30,2.5166666666666666,
1760137320,2025-10-10T23:02:00+00:00,acmeair-bookingservice,large,1.452167,65.649669,90443852.8,73.9,0,0,4978875,22,1230,0.36666666666666664,
1760137320,2025-10-10T23:02:00+00:00,acmeair-authservice,large,1.397667,34.449769,40355102.933334,58.516667,0,0,1323609,22,0,0.36666666666666664,
1760137320,2025-10-10T23:02:00+00:00,acmeair-customerservice,large,1.207167,38.698324,60275457.466667,59.133334,0,0,13375877,22,0,0.36666666666666664,
1760137320,2025-10-10T23:02:00+00:00,acmeair-mainservice,large,0,0,0,0,0,0,0,0,0,0.0,
1760137380,2025-10-10T23:03:00+00:00,acmeair-booking-db,large,5.5835,40.109966,0,0,0,0,0,840,0,14.0,
1760137380,2025-10-10T23:03:00+00:00,acmeair-customer-db,large,5.846334,31.222535,0,0,0,0,0,840,0,14.0,
1760137380,2025-10-10T23:03:00+00:00,acmeair-flight-db,large,4.5475,33.870138,0,0,0,0,0,840,0,14.0,
1760137380,2025-10-10T23:03:00+00:00,acmeair-flightservice,large,1.175667,68.45398,125226395.2,58.1,0,0,4577008,22,30,0.36666666666666664,
1760137380,2025-10-10T23:03:00+00:00,acmeair-bookingservice,large,1.298667,65.641887,96155997.866667,62.083334,0,0,5148794,22,1230,0.36666666666666664,
1760137380,2025-10-10T23:03:00+00:00,acmeair-authservice,large,1.3945,34.449769,45597709.866667,58,0,0,1544325,22,0,0.36666666666666664,
1760137380,2025-10-10T23:03:00+00:00,acmeair-customerservice,large,1.204,38.714333,54898198.4,58,0,0,8903949,22,0,0.36666666666666664,
1760137380,2025-10-10T23:03:00+00:00,acmeair-mainservice,large,0,0,0,0,0,0,0,0,0,0.0,
1760137440,2025-10-10T23:04:00+00:00,acmeair-booking-db,large,16.722667,40.110004,0,0,0,0,0,840,0,14.0,
1760137440,2025-10-10T23:04:00+00:00,acmeair-customer-db,large,10.825667,31.221759,0,0,0,0,0,3586,0,59.766666666666666,
1760137440,2025-10-10T23:04:00+00:00,acmeair-flight-db,large,4.846,33.878276,0,0,0,0,0,840,0,14.0,
1760137440,2025-10-10T23:04:00+00:00,acmeair-flightservice,large,6.198167,68.454183,130990698.8,58.066667,0,0,75912176,3024,30,50.4,
1760137440,2025-10-10T23:04:00+00:00,acmeair-bookingservice,large,8.8815,65.701472,109191428.133334,61.616667,0,0,195065874,1383,1230,23.05,
1760137440,2025-10-10T23:04:00+00:00,acmeair-authservice,large,3.2375,34.450086,48698026,58.233334,0,0,13481044,235,0,3.9166666666666665,
1760137440,2025-10-10T23:04:00+00:00,acmeair-customerservice,large,7.1535,38.749161,60033991.866667,58.483334,0,0,16817721,1519,0,25.316666666666666,
1760137440,2025-10-10T23:04:00+00:00,acmeair-mainservice,large,0,0,0,0,0,0,0,0,0,0.0,
1760137500,2025-10-10T23:05:00+00:00,acmeair-booking-db,large,5.741667,40.109966,0,0,0,0,0,840,0,14.0,
1760137500,2025-10-10T23:05:00+00:00,acmeair-customer-db,large,5.779501,31.221721,0,0,0,0,0,840,0,14.0,
1760137500,2025-10-10T23:05:00+00:00,acmeair-flight-db,large,4.938167,33.867786,0,0,0,0,0,840,0,14.0,
1760137500,2025-10-10T23:05:00+00:00,acmeair-flightservice,large,5.688001,68.460134,156654988,59,0,0,69394959,2721,30,45.35,
1760137500,2025-10-10T23:05:00+00:00,acmeair-bookingservice,large,1.26,65.840251,156061842.666667,61.983334,0,0,5230605,22,1230,0.36666666666666664,
1760137500,2025-10-10T23:05:00+00:00,acmeair-authservice,large,1.3885,34.450621,47603113.066667,58.933334,0,0,1130876,22,0,0.36666666666666664,
1760137500,2025-10-10T23:05:00+00:00,acmeair-customerservice,large,1.195334,38.840485,62016802.133334,59.85,0,0,8519744,22,0,0.36666666666666664,
1760137500,2025-10-10T23:05:00+00:00,acmeair-mainservice,large,0,0,0,0,0,0,0,0,0,0.0,
1760137560,2025-10-10T23:06:00+00:00,acmeair-booking-db,large,6.158667,40.101014,0,0,0,0,0,840,0,14.0,
1760137560,2025-10-10T23:06:00+00:00,acmeair-customer-db,large,5.958334,31.203817,0,0,0,0,0,840,0,14.0,
1760137560,2025-10-10T23:06:00+00:00,acmeair-flight-db,large,4.440834,33.865255,0,0,0,0,0,840,0,14.0,
1760137560,2025-10-10T23:06:00+00:00,acmeair-flightservice,large,1.161167,68.460084,165163809.6,58.133334,0,0,4886442,22,30,0.36666666666666664,
1760137560,2025-10-10T23:06:00+00:00,acmeair-bookingservice,large,1.2995,65.840226,161419137.6,61,0,0,5827553,22,1230,0.36666666666666664,
1760137560,2025-10-10T23:06:00+00:00,acmeair-authservice,large,1.4045,34.450582,45014175.066667,58,0,0,8807690,22,0,0.36666666666666664,
1760137560,2025-10-10T23:06:00+00:00,acmeair-customerservice,large,1.193834,38.840485,67619720,58,0,0,7638713,22,0,0.36666666666666664,
1760137560,2025-10-10T23:06:00+00:00,acmeair-mainservice,large,0,0,0,0,0,0,0,0,0,0.0,
